document_id,file_name,title,document_type,primary_topic,summary
eagle-knowledge-base/approved/compliance-strategist/PMR-checklists/HHS_PMR_Threshold_Matrix.txt,HHS_PMR_Threshold_Matrix.txt,HHS PMR Threshold-Based Requirements Matrix (FAC 2025-06),reference,acquisition_packages,"This matrix outlines HHS-specific procurement thresholds and their triggered requirements, effective October 1, 2025. It details acquisition planning, competition, and compliance requirements at various dollar thresholds ranging from $15,000 (micro-purchase) to $100 million (SPE approval), including specific rules for IDIQ contracts, BPAs, and FSS orders."
eagle-knowledge-base/approved/supervisor-core/essential-templates/HHS_Streamlined_MR_Template_FY26.txt,HHS_Streamlined_MR_Template_FY26.txt,HHS Streamlined Market Research Report Template (FY26),template,market_research,"HHS template for conducting streamlined market research reports applicable to all contract actions under $7.5M for commercial items and other specified procurement scenarios. Provides standardized format with checkbox methodology, vendor findings table, and CO validation requirements effective October 1, 2025."
eagle-knowledge-base/approved/supervisor-core/essential-templates/HHS_Streamlined_Market_Research_Template_FY26.docx,HHS_Streamlined_Market_Research_Template_FY26.docx,FY26 Streamlined Market Research Template,template,market_research,"This HHS template provides a standardized format for conducting and documenting market research in support of federal acquisitions. It guides contracting personnel through required market research methods, findings analysis, and recommendations for various acquisition scenarios, including commercial products/services, consolidations, and bundled contracts."
eagle-knowledge-base/approved/compliance-strategist/SOPs/HHS_Subcontracting_Plan_Review_Process.txt,HHS_Subcontracting_Plan_Review_Process.txt,HHS Subcontracting Plan Review Process,guidance,subcontracting,"Comprehensive guidance on HHS's three-tier subcontracting plan review process for federal contracts exceeding $900,000 with non-small business prime contractors. Covers regulatory requirements, plan types, required elements, review procedures, and EAGLE system integration points."
eagle-knowledge-base/approved/market-intelligence/vehicle-information/IT_Category_BIC_Vehicles.txt,IT_Category_BIC_Vehicles.txt,Information Technology Category - Best-in-Class Vehicles and Resources,guidance,acquisition_packages,"Comprehensive guide to GSA and NIH-managed IT acquisition vehicles and best-in-class solutions available to federal agencies. Covers 11 primary IT procurement vehicles including NITAAC CIO-SP3, NASA SEWP, GSA Alliant 2, and GSA MAS IT, with decision frameworks for vehicle selection and guidance on IT Vendor Management Office services."
eagle-knowledge-base/approved/public-interest-guardian/ethics-guidance/Information_Protection_Quick_Reference.txt,Information_Protection_Quick_Reference.txt,Information Protection Quick Reference,checklist,compliance,"Quick reference guide for identifying and removing sensitive information from federal acquisition documents. Provides examples of protected data categories, common mistakes to avoid, and recommended alternatives for public document preparation."
eagle-knowledge-base/approved/legal-counselor/protest-guidance/JA_Desk_Guide_January_2025_Updated.txt,JA_Desk_Guide_January_2025_Updated.txt,NIH Justification and Approval (J&A) Desk Guide,guidance,acquisition_packages,"Comprehensive reference document for NIH contracting and program staff on preparation, submission, and approval of Justification and Approval (J&A) documents for acquisitions. Updated November 2025 to reflect FAC 2025-06 threshold adjustments effective October 1, 2025, including increased J&A approval thresholds from $750K to $900K (CO level) and $15M to $20M (HCA level)."
eagle-knowledge-base/approved/supervisor-core/essential-templates/Justification_and_Approval_Over_350K_Template.docx,Justification_and_Approval_Over_350K_Template.docx,"Justification and Approval (J&A) for Non-Competitive Acquisitions Over $350,000 Template",template,compliance,"This template provides comprehensive instructions for preparing a Justification and Approval (J&A) for non-Federal Supply Schedule acquisitions exceeding the simplified acquisition threshold. It guides Program Managers and Contracting Officers through required sections including identification of statutory authority for other-than-full-and-open competition, contractor qualifications, market research results, and cost/price reasonableness determinations. The document specifies approval thresholds and certification requirements based on acquisition value, ranging from Contracting Officer approval for acquisitions under $900,000 to HHS Senior Procurement Executive approval for acquisitions exceeding $90 million."
eagle-knowledge-base/approved/supervisor-core/KB_USAGE_GUIDE.txt,KB_USAGE_GUIDE.txt,EAGLE Knowledge Base - Usage Guide,guidance,general,Internal guidance document establishing the dual-format file structure and usage patterns for the EAGLE Knowledge Base system. Defines how AI agents and Policy Librarian staff should maintain and leverage both TXT reference files for Q&A and DOCX/XLSX/PDF templates for document generation.
eagle-knowledge-base/approved/supervisor-core/essential-templates/LSJ-GSA-BPA-CallOrders.docx,LSJ-GSA-BPA-CallOrders.docx,HHS Limited Source Justification (LSJ) Template and Completion Instructions for Federal Supply Schedule Acquisitions,template,acquisition_packages,"This document provides HHS's standard template and detailed completion instructions for preparing Limited Source Justifications (LSJs) for Federal Supply Schedule (FSS) acquisitions exceeding the Simplified Acquisition Threshold. It outlines 13 required sections including acquisition authority, contractor qualifications, market research, and approval authorities based on dollar thresholds, with specific guidance on documentation requirements and certification procedures."
eagle-knowledge-base/approved/financial-advisor/cost-analysis-guides/NCI_Email_Membership_Dues_Allowability_2021.txt,NCI_Email_Membership_Dues_Allowability_2021.txt,NCI Policy Guidance on Membership Dues Allowability for Federal Employees and Contractors,guidance,compliance,"This NCI policy guidance document provides comprehensive direction on the allowability of using government funds for professional society memberships across three categories: federal employees, contractors, and educational institutions. It establishes that federal employees cannot have memberships paid directly but agencies may purchase memberships in the agency's name; contractors may claim membership costs as allowable under FAR 31.205-43 if allocable and reasonable; and educational institutions may claim memberships in professional/technical organizations but not civic/social organizations per OMB Circular A-21. The document includes a contracting officer checklist and practical scenarios for implementation."
eagle-knowledge-base/approved/market-intelligence/market-research-guides/NCI_Market_Research_Guide_for_Project_Officers.txt,NCI_Market_Research_Guide_for_Project_Officers.txt,NCI Market Research Guide for Project Officers,guidance,market_research,"This guide assists NCI Project Officers in conducting market research during the development of Acquisition Request Packages, as required by FAR Part 10. It provides techniques, tools, considerations, and vendor communication guidelines to identify market capabilities, available sources, commercial items, pricing, and supplier information while maintaining fair competition and avoiding conflicts of interest."
eagle-knowledge-base/approved/supervisor-core/essential-templates/NIH COR Appointment Memorandum.docx,NIH COR Appointment Memorandum.docx,NIH Contracting Officer Representative (COR) Appointment Memorandum Template,template,compliance,"This memorandum template appoints a federal employee as a Contracting Officer Representative (COR) for a specific NIH contract, authorizing them to act on behalf of the Contracting Officer on technical and administrative matters. It outlines COR duties, FAC-COR certification requirements at three levels based on contract complexity, authorized actions, limitations, and standards of conduct including ethics and conflict of interest requirements. The document requires signatures from the COR, supervisor, and Contracting Officer within 7 calendar days."
eagle-knowledge-base/approved/financial-advisor/cost-analysis-guides/NIH_6015_1_Financial_Analysis_Proposals.txt,NIH_6015_1_Financial_Analysis_Proposals.txt,NIH Manual 6015-1: Financial Analysis of Contract Proposals and Modifications,policy,acquisition_packages,"NIH policy and procedures for analyzing contract proposals and modifications, emphasizing cost realism analysis for cost-reimbursement contracts, price analysis, and alternative evaluation techniques. Establishes mandatory requirements for financial evaluation, documentation, and roles of contracting officers and support services."
eagle-knowledge-base/approved/legal-counselor/protest-guidance/NIH_6033_1_GAO_Protest_CO_Statement.txt,NIH_6033_1_GAO_Protest_CO_Statement.txt,NIH Manual 6033-1: Contracting Officer's Statement of Facts and Circumstances in GAO Protests,guidance,legal,"This NIH manual chapter provides the recommended format and content requirements for Contracting Officers' Statements of Facts and Circumstances when responding to protests filed with the Government Accountability Office (GAO). It establishes procedures, deadlines (5 days for protest files, 14 days for CO Statement), submission requirements to the Departmental and NIH Protest Control Officers, and documentation standards to create defensible acquisition files that withstand protest challenges."
eagle-knowledge-base/approved/legal-counselor/protest-guidance/NIH_6033_2_Stay_Provisions_Protests.txt,NIH_6033_2_Stay_Provisions_Protests.txt,NIH Manual 6033-2: Stay Provisions for Protests,guidance,legal,"This NIH Manual Chapter provides guidance on implementing stay provisions under the Competition in Contracting Act (CICA) and Federal Acquisition Streamlining Act (FASA), which allow agencies to award contracts or continue performance notwithstanding protests filed with the GAO or agency. The document outlines procedures for preparing Determinations and Findings (D&F), approval authorities, routing requirements, and documentation standards for both pre-award and post-award protest scenarios, with specific emphasis on HCA and DASAMP approval requirements for GAO protests."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_6307_3_Special_Clearance_Procedures.txt,NIH_6307_3_Special_Clearance_Procedures.txt,NIH Manual 6307-3: Special Clearance and Other Acquisition Procedures,policy,compliance,"NIH policy manual establishing procedures for acquisitions requiring clearance, technical coordination, or use of required sources. Covers contract actions and simplified acquisitions, defining roles and responsibilities for requesters, buyers, approvers, contracting officers, and clearance offices. Includes comprehensive matrix of 40+ commodity types with specific clearance requirements and contact offices."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_6315_1_RD_Contracts_Part1_Presolicitation.txt,NIH_6315_1_RD_Contracts_Part1_Presolicitation.txt,"NIH Manual 6315-1 (Part 1 of 3): Initiation, Review, Evaluation, and Award of R&D Contracts - Core Policy, Responsibilities, and Presolicitation Procedures",policy,acquisition_packages,"This NIH policy manual establishes comprehensive procedures for initiating, reviewing, evaluating, and awarding biomedical and behavioral research and development contracts. It mandates dual peer review of both project concepts and proposals, defines roles and responsibilities of key personnel, and outlines 14 required special clearances/approvals including human subjects protection, animal welfare, and data security."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_6315_1_RD_Contracts_Part2_Evaluation_Award.txt,NIH_6315_1_RD_Contracts_Part2_Evaluation_Award.txt,"NIH Manual 6315-1 Part 2: Initiation, Review, Evaluation, and Award of R&D Contracts",guidance,acquisition_packages,"Comprehensive guidance on evaluation, source selection, and award procedures for NIH R&D contracts. Covers pre-evaluation processes, reviewer selection and training, technical evaluation by Scientific Review Groups, competitive range determination, discussions with offerors, and contract award procedures."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_6315_1_RD_Contracts_Part3_Definitions_Controls.txt,NIH_6315_1_RD_Contracts_Part3_Definitions_Controls.txt,"NIH Manual 6315-1 Part 3: Initiation, Review, Evaluation, and Award of R&D Contracts - Definitions, Controls, and Process Flow",policy,acquisition_packages,"Part 3 of NIH Manual 6315-1 provides comprehensive definitions of key R&D contracting terms, establishes internal controls and records retention requirements, and outlines the complete acquisition process flow for NIH R&D contracts. Includes detailed peer review requirements, special considerations assessment, and critical compliance checkpoints."
eagle-knowledge-base/approved/supervisor-core/core-procedures/NIH_Acquisition_Dos_and_Donts.txt,NIH_Acquisition_Dos_and_Donts.txt,NIH Acquisition Do's and Don'ts,guidance,compliance,"Supervisor-Core reference document providing guidance on federal acquisition best practices across planning, contract formation, and administration phases. Emphasizes compliance with FAR Part 7, performance-based contracting, conflict of interest prevention, and proper delegation of authority between CORs and Contracting Officers."
eagle-knowledge-base/approved/supervisor-core/core-procedures/NIH_Acquisition_Glossary.txt,NIH_Acquisition_Glossary.txt,NIH Acquisition Glossary,reference,acquisition_packages,"Comprehensive reference document defining acquisition terminology, thresholds, contract types, and procedures specific to NIH operations. Updated November 2025 with revised FAC 2025-06 thresholds effective October 1, 2025, covering micro-purchase, simplified acquisition, and special acquisition authorities."
eagle-knowledge-base/approved/supervisor-core/core-procedures/NIH_Acquisition_Lifecycle_Framework.txt,NIH_Acquisition_Lifecycle_Framework.txt,NIH Acquisition Lifecycle Framework,reference,acquisition_packages,"Comprehensive reference document outlining the six-phase NIH acquisition lifecycle from planning through contract administration. Defines EAGLE system's role in supporting phases 1-3 (Planning, Pre-Solicitation, Solicitation) while clarifying that phases 4-6 (Evaluation, Award, Administration) are Contracting Officer-led activities outside EAGLE scope."
eagle-knowledge-base/approved/market-intelligence/vehicle-information/NIH_Acquisition_Vehicles_Catalog.txt,NIH_Acquisition_Vehicles_Catalog.txt,NIH Acquisition Vehicles Catalog - Market-Intelligence Reference Document,reference,acquisition_packages,"Comprehensive catalog of NIH-wide contract vehicles available to all Institutes and Centers, organized by service category including biomedical research, business services, IT solutions, laboratory equipment, and delegated acquisition mechanisms. Provides guidance for EAGLE acquisition teams to identify existing vehicles that may satisfy new requirements before recommending standalone acquisitions, including vehicle scopes, contact information, and a decision tree for vehicle selection."
eagle-knowledge-base/approved/market-intelligence/vehicle-information/NIH_BPA_Commodity_List_September_2025.txt,NIH_BPA_Commodity_List_September_2025.txt,NIH BPA Commodity List - September 2025 Snapshot,reference,acquisition_packages,"This document provides a comprehensive reference snapshot of 350+ NIH Blanket Purchase Agreements (BPAs) organized by 40+ commodity categories, including vendor names, expiration dates, and maximum order limits. It serves as a quick-reference guide to identify existing BPA coverage for procurement requirements across animal-related commodities, biological materials, chemicals, laboratory supplies, equipment, and various support services. The document emphasizes that users must verify current BPA status on the NIH SharePoint portal before proceeding with any procurement action."
eagle-knowledge-base/approved/market-intelligence/vehicle-information/NIH_BPA_Commodity_List_Usage_Guide.txt,NIH_BPA_Commodity_List_Usage_Guide.txt,NIH BPA Commodity List - Usage Guide,guidance,contract_types,"Internal guidance document for NIH staff on utilizing 350+ Blanket Purchase Agreements (BPAs) organized by commodity categories. Provides framework for identifying applicable BPAs, integration guidance for EAGLE system users, and decision criteria for when to use existing BPAs versus pursue new acquisitions."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_Business_Cards_Policy_2016.txt,NIH_Business_Cards_Policy_2016.txt,NIH Policy on Acquisition of Employee Business Cards,policy,compliance,"This NIH policy establishes guidelines for the acquisition of employee business cards using appropriated funds, effective December 12, 2016. It authorizes business card purchases only for employees who interface significantly and continuously with external parties, requires detailed justification, specifies mandatory vendors and format requirements, and mandates that each NIH Institute or Center develop an individual policy with designated approval authorities."
eagle-knowledge-base/approved/supervisor-core/core-procedures/NIH_CIO-SP3_Proposal_Compliance_Guide.txt,NIH_CIO-SP3_Proposal_Compliance_Guide.txt,NIH CIO-SP3 Proposal Compliance Guide: Go/No-Go Requirements and Phase 1 Elimination Lessons,guidance,compliance,"Comprehensive compliance guide distilling lessons from 5 GAO decisions involving NIH CIO-SP3 Phase 1 eliminations affecting 552 proposals. Provides detailed guidance on critical go/no-go requirements including accounting system verification, encrypted document password submission, CTA documentation consistency, and technical approach methodology to prevent immediate proposal elimination in large GWAC competitions."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_Efficient_Spending_Conference_Policy_2015.txt,NIH_Efficient_Spending_Conference_Policy_2015.txt,"NIH Policy on Promoting Efficient Spending: Use of Appropriated Funds for Conferences and Meeting Space, Food, Promotional Items, and Printing and Publications",policy,compliance,"This NIH policy establishes requirements for the efficient use of appropriated funds for conferences, meetings, and related expenses, effective November 1, 2015. It defines approval thresholds, request procedures, and reporting requirements for NIH-hosted, sponsored, or co-sponsored conferences, as well as NIH attendance at non-NIH conferences, with tiered approval levels based on estimated costs ranging from $5,000 to over $475,000. The policy mandates documentation, compliance with federal regulations, and post-event reporting to the Office of Inspector General for conferences exceeding $20,000 in expenses."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_Efficient_Spending_QA.txt,NIH_Efficient_Spending_QA.txt,NIH Efficient Spending Policy (ESP) Questions and Answers,guidance,compliance,"This Q&A reference document provides guidance on NIH's Efficient Spending Policy covering conference and meeting approval requirements, cost thresholds, registration fees, travel authorization, and compliance procedures. It addresses approval timelines, venue cost reporting, non-federal attendee travel exceptions, and recordkeeping requirements for conferences obligated since January 3, 2012."
eagle-knowledge-base/approved/supervisor-core/core-procedures/NIH_FAQ_COR_Certification_Responsibilities.txt,NIH_FAQ_COR_Certification_Responsibilities.txt,NIH Acquisition FAQs - COR Certification and Responsibilities,guidance,compliance,"This FAQ document provides comprehensive guidance on Contracting Officer's Representative (COR) certification levels, requirements, and responsibilities at NIH. It covers FAC-COR certification levels (1-3) based on contract value, continuous learning point (CLP) requirements for maintaining certification, and detailed COR duties including contract oversight, subcontractor review, invoice verification, and CPARS evaluations. The document serves as a reference for NIH personnel seeking to understand COR roles and certification pathways."
eagle-knowledge-base/approved/supervisor-core/core-procedures/NIH_FAQ_Developing_Acquisitions.txt,NIH_FAQ_Developing_Acquisitions.txt,NIH Acquisition FAQs - Developing Acquisitions,reference,acquisition_packages,"Comprehensive FAQ document addressing NIH contract and grant acquisition processes, including distinctions between funding mechanisms, contract type selection, statement of work development, and key procedural requirements for Contracting Officers and CORs."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_FAQ_Simplified_Acquisitions.txt,NIH_FAQ_Simplified_Acquisitions.txt,NIH Acquisition FAQs - Simplified Acquisitions and Allowable Purchases,reference,acquisition_packages,"Comprehensive FAQ document addressing NIH acquisition policies covering professional services, office supplies, recognition awards, transportation, GSA schedules, taxes, purchasing instruments, receiving procedures, and temporary services. Provides guidance on allowable and prohibited expenditures of appropriated funds."
eagle-knowledge-base/approved/supervisor-core/checklists/NIH_File_Documentation_Quick_Reference_Guide.txt,NIH_File_Documentation_Quick_Reference_Guide.txt,NIH File Documentation Quick Reference Guide for EAGLE Acquisition Support,reference,acquisition_packages,"A comprehensive quick reference guide for NIH acquisition professionals that catalogs key acquisition documents, their purposes, usage tips, and regulatory citations. Covers 18 essential documents from purchase requests through contract closeout, with updated thresholds per FAC 2025-06 and guidance on compliance requirements for federal acquisitions."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_Hosted_Sponsored_Conferences_FAQ.txt,NIH_Hosted_Sponsored_Conferences_FAQ.txt,NIH Hosted and Sponsored Conferences - Frequently Asked Questions,guidance,compliance,"FAQ document providing guidance on NIH's Policy on Promoting Efficient Spending regarding conference definitions, approval thresholds, exemptions, and reporting requirements. Addresses conference classification, satellite meetings, approval processes, and record retention obligations for NIH Institutes and Centers."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_LISTSERV_Formal_Source_Selection_Common_Error_2018.txt,NIH_LISTSERV_Formal_Source_Selection_Common_Error_2018.txt,NIH Guidance on Formal Source Selection Procedures: Common Errors in Acquisition Plans and Strategies,guidance,acquisition_packages,"This NIH guidance document clarifies a common error where contracting officers incorrectly state they will use ""Formal Source Selection Procedures"" in acquisition plans and strategies when they do not intend to do so. The document explains that Formal Source Selection is a structured process with a separate Source Selection Authority and evaluation board (rarely used at NIH), distinguishes it from standard FAR Part 15 procedures where the CO serves as source selection official, and provides corrective language for acquisition planning documents."
eagle-knowledge-base/approved/supervisor-core/checklists/NIH_Micro-Purchase_File_Requirements_Checklist.txt,NIH_Micro-Purchase_File_Requirements_Checklist.txt,NIH Micro-Purchase File Requirements Checklist,checklist,acquisition_packages,"Streamlined checklist for validating required documentation for NIH micro-purchase files (≤$15,000) using EAGLE document validation. Updated per FAC 2025-06 with current thresholds effective October 1, 2025, covering purchase requests, required sources, green purchasing, compliance, fair pricing, and receiving requirements."
eagle-knowledge-base/approved/supervisor-core/core-procedures/NIH_Non_Acquisition_Staff_Guidance.txt,NIH_Non_Acquisition_Staff_Guidance.txt,NIH Non-Acquisition Staff Guidance,guidance,acquisition_packages,"Guidance document for NIH non-acquisition staff on requesting supplies and services through proper federal acquisition channels. Covers governing regulations, NIH acquisition structure, purchase thresholds, request procedures, and receiving requirements."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_Policy_6027_Licensing_Agreements_2013.txt,NIH_Policy_6027_Licensing_Agreements_2013.txt,NIH Policy Manual 6027: Review and Approval of Licensing Agreements for the Use of Proprietary Commercial Products and Services Obtained by NIH Under an Acquisition,policy,legal,"This NIH policy establishes procedures and responsibilities for reviewing and approving licensing agreements for proprietary commercial products and services acquired by NIH. It defines unacceptable licensing provisions that violate federal law, outlines roles for Contracting Officers, Contracting Officer Representatives, and End Users, and ensures compliance with FAR requirements and copyright law."
eagle-knowledge-base/approved/legal-counselor/protest-guidance/NIH_Policy_6033_2_Protest_Stay_Provisions_2008.txt,NIH_Policy_6033_2_Protest_Stay_Provisions_2008.txt,NIH Policy Manual 6033-2: Stay Provisions for Protests,policy,legal,"This NIH policy provides guidance on implementing the ""stay"" provisions of the Competition in Contracting Act (CICA) and Federal Acquisition Streamlining Act (FASA), which allow agencies to award contracts or continue performance while protests are pending at the GAO or with the agency. The policy establishes procedures for preparing Determinations and Findings (D&F), routing and approval requirements, and distinguishes between preaward and postaward protest scenarios, with specific approval authorities for each situation."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_Policy_6035_Broad_Agency_Announcements_2016.txt,NIH_Policy_6035_Broad_Agency_Announcements_2016.txt,NIH Policy Manual 6035: Broad Agency Announcements,policy,acquisition_packages,"This NIH policy manual updates guidance on the use of Broad Agency Announcements (BAAs) for federal acquisitions and non-FAR transactions. It establishes procedures for issuing BAAs, evaluating proposals through peer review, and making awards using various instrument types including contracts, grants, cooperative agreements, and other transactions."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_Policy_6307_3_Special_Clearance_Procedures_2014.txt,NIH_Policy_6307_3_Special_Clearance_Procedures_2014.txt,NIH Policy Manual 6307-3: Special Clearance and Other Acquisition Procedures,policy,compliance,"NIH policy establishing procedures for acquisitions requiring clearance, technical coordination, and/or use of required sources. Covers contract actions including simplified acquisitions, defines roles and responsibilities, and provides comprehensive appendix of clearance requirements across commodity categories."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_Policy_6325_1_Foreign_Contracts_Clearance_2014.txt,NIH_Policy_6325_1_Foreign_Contracts_Clearance_2014.txt,"NIH Policy 6325-1: Clearance of Foreign Contracts, Foreign Subcontracts, and Domestic Contracts with Foreign Components",policy,compliance,"This NIH policy establishes procedures for obtaining Department of State clearance prior to awarding foreign contracts, foreign subcontracts, or domestic contracts with foreign components involving biomedical/behavioral R&D and biological materials. The policy requires submission of clearance requests through the Foreign Activities and Component Tracking System (FACTS) at least 45 calendar days before award, with mandatory State Department approval before contract execution. Special procedures apply for Brazil, India, and China, which require additional foreign government review."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_Policy_7410_Human_Subjects_Protections_2012.txt,NIH_Policy_7410_Human_Subjects_Protections_2012.txt,NIH Policy Manual 7410: Review and Documentation of Protections for Human Subjects in Extramural Grant Applications and R&D Contract Proposals,policy,compliance,"This NIH policy manual implements 45 CFR 46 requirements for evaluating human subjects protections in extramural grant applications and R&D contract proposals. It establishes a coding system for categorizing human subjects research, defines roles and responsibilities for Scientific Review Officers, Contracting Officers, and Principal Investigators, and outlines procedures for resolving human subjects concerns prior to award."
eagle-knowledge-base/approved/supervisor-core/checklists/NIH_Pre-Award_File_Requirements_Checklist.txt,NIH_Pre-Award_File_Requirements_Checklist.txt,NIH Pre-Award File Requirements Checklist,checklist,acquisition_packages,"Comprehensive checklist for validating required documentation in NIH contract files before approval routing through EAGLE. Covers purchase requests, market research, competition, compliance, and award generation across 18 major sections with thresholds updated per FAC 2025-06."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/NIH_Purchase_Card_Supplement_Streamlined_2025.txt,NIH_Purchase_Card_Supplement_Streamlined_2025.txt,NIH Purchase Card Supplement: Streamlined Guide for EAGLE Acquisition Support (2025),guidance,acquisition_packages,"This NIH-specific supplement provides procedures and clearance requirements for micro-purchase acquisitions using purchase cards, with updated thresholds effective October 1, 2025 (MPT increased to $15,000). It details specialized purchasing procedures for 40+ categories including IT products, construction, custom antibodies, conferences, and sensitive property, along with required sources hierarchy and price reasonableness documentation requirements. The guide establishes NIH-unique policies, responsible offices, and compliance requirements for federal acquisition activities."
eagle-knowledge-base/approved/market-intelligence/vehicle-information/NIH_Required_Priority_Sources_Reference.txt,NIH_Required_Priority_Sources_Reference.txt,NIH Required Priority Sources Reference,reference,acquisition_packages,"This reference document establishes mandatory and preferred procurement source priorities for NIH acquisitions of supplies, furniture, equipment, and services. It outlines a hierarchical sourcing framework requiring consideration of government sources (agency inventories, excess property, AbilityOne, FSSI, GSA schedules) before open market purchases, with specific documentation requirements to demonstrate compliance with FAR 8.002 and FAR 7.102."
eagle-knowledge-base/approved/public-interest-guardian/ethics-guidance/NIH_Unauthorized_Commitments_Training_2024.txt,NIH_Unauthorized_Commitments_Training_2024.txt,NIH 2024 Annual Ethics Training: Unauthorized Commitments,guidance,compliance,"NIH ethics training material defining unauthorized commitments, providing examples, and outlining procedures for identification, prevention, and ratification. Covers consequences for federal employees who make commitments without proper procurement authority and prevention strategies for Contracting Officer Representatives (CORs)."
eagle-knowledge-base/approved/compliance-strategist/NIH-policies/OAG_FY23_01_Clinical_Trial_Evaluation_Criteria.txt,OAG_FY23_01_Clinical_Trial_Evaluation_Criteria.txt,OAG-FY23-01: Peer Review Evaluation Criteria in Clinical Trial Solicitations,guidance,compliance,"This NIH acquisition guidance assists contract specialists and program managers in developing Technical Evaluation Criteria (TEC) for Research and Development clinical trial solicitations. It recommends incorporating grants-based evaluation factors (significance, leadership, innovation, feasibility, environment, timeline) and mandatory special issues ratings for clinical trials to ensure rigorous, fair, and transparent proposal evaluation aligned with NIH clinical trial policy strengthening initiatives."
eagle-knowledge-base/approved/supervisor-core/core-procedures/OAG_FY24_01_Template_Format_Word_Required.txt,OAG_FY24_01_Template_Format_Word_Required.txt,OAG-FY24-01: Use of HHS Acquisition Strategy and Acquisition Plan Templates in MS Word Format,guidance,acquisition_packages,"This OALM Acquisition Guidance mandates that NIH acquisition staff submit Acquisition Strategies and Acquisition Plans requiring HCA or HHS SPE review/signature in MS Word format rather than PDF format. The requirement addresses technical issues with scrollable fields in PDF templates that freeze after signature and prevent full text visibility. Effective February 29, 2024, staff must obtain current templates from the HHS Acquisition Portal."
eagle-knowledge-base/approved/supervisor-core/checklists/OAG_FY25_01_NIH_Acquisition_File_Checklists_MERGED_CORRECTED.txt,OAG_FY25_01_NIH_Acquisition_File_Checklists_MERGED_CORRECTED.txt,NIH Acquisition File Checklists - Authoritative Merged Version OAG-FY25-01 with 2025 Corrections,checklist,acquisition_packages,"Comprehensive guidance document providing sample acquisition file checklists for NIH contracting officers and specialists to organize and document contract files for negotiated contracts, GSA Federal Supply Schedule orders, task/delivery orders, and modifications. Includes presolicitation-to-award, administration/closeout, and unsuccessful proposal checklists with 2025 terminology corrections and applicability guidance."
eagle-knowledge-base/approved/compliance-strategist/regulatory-policies/OAG_FY25_02_Section_508_Compliance.txt,OAG_FY25_02_Section_508_Compliance.txt,OAG-FY25-02: Section 508 Compliance in Contracting,guidance,compliance,"NIH acquisition guidance requiring Section 508 compliance for all ICT deliverables in federal contracts, including non-ICT contracts with any information and communication technology components. Provides compliance requirements, documentation standards, and resources for contractors and cardholders."
eagle-knowledge-base/approved/compliance-strategist/regulatory-policies/PHS_Policy_Laboratory_Animal_Welfare_2015.txt,PHS_Policy_Laboratory_Animal_Welfare_2015.txt,PHS Policy on Humane Care and Use of Laboratory Animals (2015 Edition),policy,compliance,"This policy establishes requirements for institutions conducting or receiving PHS support for research involving animals to ensure humane care and use. It mandates institutional compliance with the Guide for the Care and Use of Laboratory Animals, establishment of Institutional Animal Care and Use Committees (IACUCs), and adherence to the U.S. Government Principles for vertebrate animal utilization. The policy implements the Health Research Extension Act of 1985 and applies to all PHS-conducted or supported activities involving animals in the United States and its territories."
eagle-knowledge-base/approved/financial-advisor/cost-analysis-guides/Price_Reasonableness_Determination_Examples.txt,Price_Reasonableness_Determination_Examples.txt,Price Reasonableness Determinations - Examples,template,acquisition_packages,"NIH ASRB training material providing example language and templates for documenting price reasonableness determinations across various acquisition types, including micro-purchases, FSS orders, IDCs, and open market purchases. Updated November 2025 with current FAC 2025-06 thresholds."
eagle-knowledge-base/approved/market-intelligence/vehicle-information/Professional_Services_Category_BIC_Vehicles.txt,Professional_Services_Category_BIC_Vehicles.txt,Professional Services Category - Best-in-Class Vehicles and Resources,guidance,acquisition_packages,"GSA guidance document outlining government-wide professional services acquisition vehicles, including OASIS (Best-in-Class IDIQ), OASIS+ (next generation), and MAS Professional Services (Tier 2). Provides decision framework, tools, and resources for federal agencies acquiring complex and routine professional services."
eagle-knowledge-base/approved/supervisor-core/essential-templates/Project_Officers_Technical_Questionnare.pdf,Project_Officers_Technical_Questionnare.pdf,Project Officer's Technical Questionnaire,template,contract_types,"NIH policy template for evaluating technical aspects of contract proposals and modifications. Provides standardized questionnaire for communication between contracting officers and project officers to assess reasonableness of proposed costs across labor, materials, equipment, travel, consultants, and other cost elements."
